DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
100791,13,1,0,U,West North Central,
100792,3,1,0,U,South Atlantic,
100793,16,1,0,U,Pacific,
100794,14,1,3,U,Mountain,
100795,8,1,0,R,South Atlantic,
100796,15,1,0,R,Mountain,
100797,1,1,0,R,Mountain,
100798,12,1,0,U,Mountain,
100799,15,1,0,U,West North Central,
100800,14,1,0,U,Middle Atlantic,
100801,1,1,0,C,Mountain,
100802,3,1,0,U,Pacific,
100803,13,1,0,C,West North Central,
100804,1,1,2,U,West North Central,
100805,12,1,0,U,Mountain,
100806,15,1,0,R,Middle Atlantic,
100807,14,1,0,R,Mountain,
100808,14,1,0,U,Middle Atlantic,
100809,14,1,0,U,New England,
100810,9,1,0,U,New England,
100811,16,1,0,U,New England,
100812,14,1,0,U,South Atlantic,
100813,15,1,0,U,Pacific,
100814,13,1,0,R,Middle Atlantic,
100815,9,2,2,U,South Atlantic,
100816,13,1,0,U,Middle Atlantic,
100817,12,1,0,U,West South Central,
100818,13,1,0,U,West North Central,
100819,15,1,0,U,Mountain,
100820,13,1,0,U,South Atlantic,
100821,15,1,0,R,Mountain,
100822,15,1,0,C,West South Central,
100823,13,1,0,U,Mountain,
100824,15,1,0,C,Pacific,
100825,14,1,0,U,East North Central,
100826,14,1,0,U,South Atlantic,
100827,4,1,2,R,West South Central,
100828,13,1,0,U,South Atlantic,
100829,15,1,0,U,Mountain,
100830,4,1,0,U,New England,
100831,10,1,1,U,Pacific,
100832,7,1,0,U,West North Central,
100833,15,1,0,C,New England,
100834,10,1,0,U,South Atlantic,
100835,15,1,0,U,Mountain,
100836,14,1,0,U,South Atlantic,
100837,15,1,0,U,Middle Atlantic,
100838,15,1,0,U,Middle Atlantic,
100839,10,1,0,R,New England,
100840,11,1,0,R,South Atlantic,
100841,11,1,0,R,West South Central,
100842,16,1,0,U,West North Central,
100843,14,1,0,U,Pacific,
100844,14,1,0,U,Middle Atlantic,
100845,16,4,0,U,Middle Atlantic,
100846,5,1,0,R,West South Central,
100847,16,1,0,U,Middle Atlantic,
100848,15,2,3,U,South Atlantic,
100849,9,1,0,U,Mountain,
100850,7,1,3,U,New England,
100851,9,1,0,R,West North Central,
100852,8,1,0,U,Mountain,
100853,7,1,0,U,West North Central,
100854,7,1,0,R,West South Central,
100855,10,1,0,U,Pacific,
100856,16,1,0,U,South Atlantic,
100857,12,4,0,U,Pacific,
100858,14,1,0,U,East South Central,
100859,16,1,0,R,East North Central,
100860,15,1,0,U,Middle Atlantic,
100861,7,1,0,U,East North Central,
100862,13,1,0,R,New England,
100863,14,2,3,R,West South Central,
100864,11,1,0,U,Mountain,
100865,16,1,0,U,New England,
100866,15,1,0,R,Mountain,
100867,8,1,0,R,East North Central,
100868,15,1,0,R,West North Central,
100869,14,1,0,R,South Atlantic,
100870,15,1,0,U,Pacific,
100871,6,6,0,U,Pacific,
100872,15,1,0,U,Middle Atlantic,
100873,10,1,0,U,Pacific,
100874,16,1,0,U,East North Central,
100875,5,1,0,C,West North Central,
100876,15,1,0,U,West North Central,
100877,11,1,0,R,South Atlantic,
100878,16,1,0,U,West North Central,
100879,15,1,0,U,East North Central,
100880,14,1,0,C,Mountain,
100881,15,2,0,U,Middle Atlantic,
100882,6,4,0,U,Pacific,
100883,14,1,0,R,Middle Atlantic,
100884,15,1,0,U,New England,
100885,10,6,0,U,Mountain,
100886,15,2,0,U,South Atlantic,
100887,13,1,0,U,New England,
100888,10,1,0,C,Mountain,
100889,14,1,0,U,Middle Atlantic,
100890,16,3,0,R,West South Central,
100891,16,1,0,U,East South Central,
100892,7,1,0,R,West North Central,
100893,14,1,0,U,West South Central,
100894,6,1,0,R,East South Central,
100895,9,1,0,U,West North Central,
100896,10,1,0,U,West South Central,
100897,4,2,0,U,Pacific,
100898,12,1,0,U,Mountain,
100899,11,4,0,U,Middle Atlantic,
100900,8,1,0,U,West North Central,
100901,4,1,0,U,Pacific,
100902,13,1,0,R,East South Central,
100903,14,1,0,U,West South Central,
100904,8,1,0,U,Pacific,
100905,16,1,0,U,Middle Atlantic,
100906,10,1,0,U,West South Central,
100907,13,1,0,R,West North Central,
100908,2,1,0,C,West South Central,
100909,15,1,0,U,New England,
100910,2,1,0,U,Middle Atlantic,
100911,13,1,0,U,West South Central,
100912,13,1,0,R,New England,
100913,6,1,0,U,Middle Atlantic,
100914,15,1,0,C,West North Central,
100915,15,1,0,U,East North Central,
100916,8,1,0,U,Pacific,
100917,13,1,0,C,West North Central,
100918,13,1,0,R,East North Central,
100919,6,1,0,U,East South Central,
100920,15,1,0,C,East North Central,
100921,11,1,0,U,West North Central,
100922,10,1,0,R,West North Central,
100923,9,1,0,U,West South Central,
100924,8,1,0,R,South Atlantic,
100925,15,1,0,U,East North Central,
100926,13,1,0,U,Mountain,
100927,4,1,0,R,West North Central,
100928,14,1,0,U,South Atlantic,
100929,15,1,0,C,Pacific,
100930,15,1,0,U,Pacific,
100931,15,1,0,R,Mountain,
100932,11,1,0,C,West North Central,
100933,12,1,0,U,East North Central,
100934,12,1,0,U,West South Central,
100935,9,1,0,U,New England,
100936,15,1,0,U,West South Central,
100937,16,4,2,U,Pacific,
100938,10,1,0,U,East North Central,
100939,11,1,0,U,New England,
100940,6,4,0,U,Pacific,
100941,13,1,0,R,South Atlantic,
100942,10,1,0,U,South Atlantic,
100943,16,1,0,U,Pacific,
100944,15,1,0,U,West North Central,
100945,14,1,0,U,West North Central,
100946,11,1,0,C,Mountain,
100947,12,1,0,U,West South Central,
100948,14,1,0,U,South Atlantic,
100949,9,4,0,U,West South Central,
100950,16,1,0,U,East North Central,
100951,5,4,0,U,East North Central,
100952,14,1,0,U,East South Central,
100953,9,1,0,U,Middle Atlantic,
100954,16,1,0,U,Mountain,
100955,16,1,0,U,Pacific,
100956,14,1,0,U,New England,
100957,16,1,0,U,West South Central,
100958,12,1,0,U,Mountain,
100959,14,1,0,R,South Atlantic,
100960,16,1,0,U,South Atlantic,
100961,13,2,0,U,South Atlantic,
100962,12,1,0,C,West North Central,
100963,4,1,1,R,West South Central,
100964,15,1,0,U,Pacific,
100965,4,1,0,U,Middle Atlantic,
100966,1,2,0,R,South Atlantic,
100967,10,1,0,C,South Atlantic,
100968,14,1,3,U,South Atlantic,
100969,5,1,0,R,East North Central,
100970,11,2,0,U,East South Central,
100971,8,1,0,U,West North Central,
100972,15,1,0,R,West North Central,
100973,14,1,0,U,Middle Atlantic,
100974,13,1,0,R,East South Central,
100975,8,2,0,U,Mountain,
100976,15,1,0,U,Mountain,
100977,16,1,0,U,West South Central,
100978,12,1,0,U,South Atlantic,
100979,1,1,0,U,New England,
100980,5,1,2,U,Pacific,
100981,15,2,0,U,East North Central,
100982,5,1,3,R,East South Central,
100983,11,1,0,U,Pacific,
100984,10,1,0,U,Mountain,
100985,13,1,0,C,Mountain,
100986,1,1,2,R,South Atlantic,
100987,15,1,0,C,Pacific,
100988,15,2,3,U,Pacific,
100989,11,1,0,U,Pacific,
100990,14,1,0,U,Mountain,
100991,15,1,0,U,New England,
100992,16,1,0,U,East North Central,
100993,1,2,0,U,South Atlantic,
100994,13,4,0,C,Pacific,
100995,15,4,0,U,East North Central,
100996,13,1,0,R,East South Central,
100997,4,1,1,C,East North Central,
100998,7,1,0,U,South Atlantic,
100999,14,1,3,C,West South Central,
101000,13,1,0,R,Pacific,
101001,16,1,0,U,Pacific,
101002,8,4,0,U,South Atlantic,
101003,16,1,0,U,Pacific,
101004,16,1,0,U,South Atlantic,
101005,15,1,0,U,East South Central,
101006,11,1,0,U,West North Central,
101007,16,1,0,U,Pacific,
101008,16,1,0,U,Middle Atlantic,
101009,10,1,0,R,South Atlantic,
101010,1,1,0,U,Middle Atlantic,
101011,11,1,0,U,Middle Atlantic,
101012,4,1,0,U,South Atlantic,
101013,7,1,0,U,Mountain,
101014,8,1,0,R,New England,
101015,16,1,0,R,East North Central,
101016,14,1,0,U,Middle Atlantic,
101017,16,1,0,U,Mountain,
101018,13,1,3,R,East South Central,
101019,9,1,0,C,West North Central,
101020,7,1,0,U,East North Central,
101021,7,1,0,U,Pacific,
101022,15,6,0,U,Mountain,
101023,8,1,0,C,West North Central,
101024,14,1,0,U,West South Central,
101025,16,1,0,U,New England,
101026,16,6,0,U,East North Central,
101027,6,1,0,C,West South Central,
101028,13,2,0,U,South Atlantic,
101029,16,1,0,U,South Atlantic,
101030,15,1,0,C,East North Central,
101031,14,1,0,R,South Atlantic,
101032,14,1,0,U,Mountain,
101033,13,1,0,R,Middle Atlantic,
101034,11,1,2,C,East North Central,
101035,15,1,0,U,Pacific,
101036,12,2,0,U,South Atlantic,
101037,16,1,0,U,New England,
101038,6,1,0,U,East South Central,
101039,14,2,0,U,South Atlantic,
101040,7,1,0,U,East South Central,
101041,14,1,0,U,East South Central,
101042,15,1,0,U,West South Central,
101043,16,2,0,U,South Atlantic,
101044,16,1,0,U,Pacific,
101045,16,1,0,U,South Atlantic,
101046,14,1,0,C,East North Central,
101047,10,1,0,U,Pacific,
101048,14,1,0,U,South Atlantic,
101049,11,1,0,U,Mountain,
101050,14,1,0,C,Mountain,
101051,16,4,0,R,East North Central,
101052,16,1,0,U,West North Central,
101053,12,1,0,U,New England,
101054,8,1,0,C,Middle Atlantic,
101055,16,1,0,U,East North Central,
101056,14,1,0,C,South Atlantic,
101057,13,1,0,U,Mountain,
101058,2,1,3,R,Pacific,
101059,15,1,3,U,Middle Atlantic,
101060,12,2,0,U,East North Central,
101061,12,1,0,U,South Atlantic,
101062,4,1,0,U,Pacific,
101063,10,1,2,U,West South Central,
101064,3,1,0,R,Pacific,
101065,1,1,3,U,East North Central,
101066,14,2,0,U,South Atlantic,
101067,1,2,3,U,East North Central,
101068,14,1,0,R,South Atlantic,
101069,15,1,0,U,Mountain,
101070,5,1,0,U,West North Central,
101071,7,1,0,U,Middle Atlantic,
101072,10,1,0,R,Pacific,
101073,12,3,3,U,Mountain,
101074,16,1,0,R,West South Central,
101075,6,6,0,U,South Atlantic,
101076,12,1,0,U,South Atlantic,
101077,13,1,0,R,New England,
101078,11,1,0,U,South Atlantic,
101079,15,1,0,U,New England,
101080,2,1,0,R,South Atlantic,
101081,13,1,0,U,South Atlantic,
101082,12,1,0,U,New England,
101083,13,1,0,R,West South Central,
101084,14,3,0,U,South Atlantic,
101085,11,1,3,U,South Atlantic,
101086,16,1,0,U,East North Central,
101087,15,1,0,U,West South Central,
101088,13,1,0,U,West South Central,
101089,1,1,0,R,West South Central,
101090,12,4,0,U,Pacific,
101091,6,2,0,U,South Atlantic,
101092,13,1,0,U,South Atlantic,
101093,11,1,0,C,East South Central,
101094,10,1,0,U,Pacific,
101095,16,1,0,U,West South Central,
101096,13,1,0,R,West North Central,
101097,16,4,0,U,Pacific,
101098,12,1,0,U,East North Central,
101099,6,1,3,C,Middle Atlantic,
101100,7,1,0,U,Middle Atlantic,
101101,8,3,0,R,South Atlantic,
101102,9,1,0,R,West South Central,
101103,10,1,0,R,South Atlantic,
101104,4,4,0,U,West South Central,
101105,9,1,0,R,South Atlantic,
101106,11,1,0,R,South Atlantic,
101107,16,1,0,U,New England,
101108,11,1,0,U,New England,
101109,8,6,0,C,New England,
101110,11,1,3,U,East North Central,
101111,7,1,0,C,New England,
101112,16,1,0,U,Pacific,
101113,11,1,0,U,South Atlantic,
101114,11,1,0,U,East North Central,
101115,8,1,0,R,West South Central,
101116,15,1,0,C,Mountain,
101117,12,1,0,U,Middle Atlantic,
101118,11,1,0,R,East South Central,
101119,13,1,0,U,Middle Atlantic,
101120,8,1,0,U,East North Central,
101121,3,1,0,U,South Atlantic,
101122,15,1,0,U,Middle Atlantic,
101123,16,6,0,R,South Atlantic,
101124,11,1,0,U,New England,
101125,9,1,0,U,Pacific,
101126,8,1,2,C,West South Central,
101127,13,1,0,U,West North Central,
101128,12,1,0,U,Middle Atlantic,
101129,15,4,0,U,West North Central,
101130,1,1,0,U,East North Central,
101131,8,1,0,U,East North Central,
101132,12,1,0,U,Middle Atlantic,
101133,15,1,0,U,South Atlantic,
101134,16,1,0,U,Mountain,
101135,16,1,0,U,New England,
101136,12,1,0,U,South Atlantic,
101137,11,1,0,U,New England,
101138,7,1,0,R,East South Central,
101139,1,1,3,R,West South Central,
101140,13,1,0,U,East North Central,
101141,11,1,0,U,New England,
101142,12,1,0,U,East North Central,
101143,16,1,0,U,South Atlantic,
101144,14,1,0,R,Pacific,
101145,15,1,0,U,East North Central,
101146,12,1,0,U,South Atlantic,
101147,16,1,0,U,Pacific,
101148,16,1,0,U,South Atlantic,
101149,8,1,0,U,Middle Atlantic,
101150,14,1,0,U,East North Central,
101151,14,1,0,U,Pacific,
101152,13,1,0,U,Mountain,
101153,11,1,0,U,Middle Atlantic,
101154,15,1,0,R,West North Central,
101155,4,1,0,U,New England,
101156,9,1,0,U,West South Central,
101157,9,1,0,C,East South Central,
101158,14,1,0,C,East North Central,
101159,16,1,0,U,Pacific,
101160,16,1,0,U,West South Central,
101161,9,1,0,U,South Atlantic,
101162,12,1,0,C,Mountain,
101163,13,1,0,R,South Atlantic,
101164,11,6,3,U,Pacific,
101165,7,1,3,U,East South Central,
101166,1,1,3,U,Middle Atlantic,
101167,9,1,0,R,East North Central,
101168,16,1,0,R,West North Central,
101169,14,1,0,C,Middle Atlantic,
101170,15,1,0,U,West North Central,
101171,13,1,0,U,East North Central,
101172,10,1,0,U,West North Central,
101173,15,1,0,C,East South Central,
101174,1,1,0,U,West South Central,
101175,8,1,0,U,South Atlantic,
101176,16,1,0,U,Mountain,
101177,12,1,0,R,East South Central,
101178,11,6,0,U,Pacific,
101179,15,1,0,U,New England,
101180,10,1,0,R,Mountain,
101181,11,1,0,U,Mountain,
101182,12,1,0,U,Mountain,
101183,13,1,0,U,South Atlantic,
101184,15,1,0,U,Mountain,
101185,12,1,0,U,Pacific,
101186,16,1,0,U,South Atlantic,
101187,4,1,0,R,East North Central,
101188,14,1,0,C,East North Central,
101189,10,1,0,U,South Atlantic,
101190,16,1,0,U,South Atlantic,
101191,7,1,3,U,South Atlantic,
101192,7,1,0,U,East North Central,
101193,14,1,0,C,West South Central,
101194,13,5,0,C,West South Central,
101195,9,1,0,U,West South Central,
101196,7,1,0,U,West North Central,
101197,11,1,0,U,South Atlantic,
101198,14,1,0,U,Pacific,
101199,5,1,2,U,New England,
101200,13,1,0,R,West South Central,
101201,10,2,3,U,West South Central,
101202,13,1,0,U,Mountain,
101203,11,1,0,U,South Atlantic,
101204,15,1,0,R,Mountain,
101205,9,6,0,U,Mountain,
101206,13,1,2,R,Mountain,
101207,15,1,0,U,Mountain,
101208,16,1,0,C,South Atlantic,
101209,2,1,0,U,South Atlantic,
101210,16,1,0,U,West South Central,
101211,13,1,0,U,Mountain,
101212,12,1,0,U,Pacific,
101213,13,1,0,C,Middle Atlantic,
101214,14,1,0,U,Middle Atlantic,
101215,8,1,0,U,Pacific,
101216,15,1,0,U,Mountain,
101217,9,2,0,C,East South Central,
101218,16,1,0,U,Middle Atlantic,
101219,10,1,0,R,New England,
101220,12,1,0,U,East South Central,
101221,15,1,0,R,South Atlantic,
101222,12,1,2,C,Pacific,
101223,16,1,0,U,West North Central,
101224,6,1,2,C,East South Central,
101225,16,1,0,R,East North Central,
101226,7,2,0,U,West South Central,
101227,12,1,0,C,Mountain,
101228,16,4,0,U,South Atlantic,
101229,15,1,0,U,West North Central,
101230,10,1,0,C,West North Central,
101231,16,1,0,U,New England,
101232,14,1,0,U,Pacific,
101233,8,1,3,U,South Atlantic,
101234,12,2,0,U,East North Central,
101235,12,1,0,R,West South Central,
101236,3,1,0,U,Pacific,
101237,16,1,0,R,East North Central,
101238,7,1,0,U,South Atlantic,
101239,10,1,0,U,East North Central,
101240,9,1,0,R,West North Central,
101241,13,1,0,U,South Atlantic,
101242,7,2,0,U,East South Central,
101243,12,1,0,R,New England,
101244,7,1,0,U,West South Central,
101245,16,6,0,U,Pacific,
101246,7,1,0,U,Middle Atlantic,
101247,15,1,0,C,West North Central,
101248,16,1,0,U,West South Central,
101249,15,1,0,U,Mountain,
101250,15,1,0,U,South Atlantic,
101251,9,1,0,C,New England,
101252,11,3,0,U,New England,
101253,15,1,0,C,South Atlantic,
101254,1,1,0,U,West South Central,
101255,15,1,0,U,East South Central,
101256,14,1,0,U,Middle Atlantic,
101257,15,1,0,U,South Atlantic,
101258,14,1,0,U,Pacific,
101259,15,1,0,R,West South Central,
101260,14,1,0,R,South Atlantic,
101261,6,1,2,R,New England,
101262,8,1,0,R,Middle Atlantic,
101263,16,1,0,U,Pacific,
101264,16,1,0,U,Pacific,
101265,11,1,0,U,South Atlantic,
101266,11,1,0,U,Middle Atlantic,
101267,9,1,0,U,Pacific,
101268,13,1,0,U,Mountain,
101269,15,1,0,R,West North Central,
101270,7,1,0,U,East North Central,
101271,16,4,0,U,New England,
101272,7,1,0,R,South Atlantic,
101273,6,1,0,C,East South Central,
101274,10,1,0,U,Pacific,
101275,3,1,0,U,South Atlantic,
101276,16,1,0,U,South Atlantic,
101277,16,1,0,U,Mountain,
101278,15,1,0,R,East South Central,
101279,13,1,0,U,Pacific,
101280,15,1,0,U,New England,
101281,10,1,0,U,Pacific,
101282,15,3,0,U,Mountain,
101283,15,1,0,U,Pacific,
101284,6,1,0,U,West North Central,
101285,11,1,2,U,Mountain,
101286,14,1,0,C,West North Central,
101287,13,1,0,R,West North Central,
101288,6,1,0,U,East North Central,
101289,6,1,0,C,South Atlantic,
101290,6,1,0,R,South Atlantic,
101291,15,1,0,U,East North Central,
101292,16,1,0,U,Pacific,
101293,12,1,3,U,West South Central,
101294,7,2,2,U,Middle Atlantic,
101295,7,1,0,U,South Atlantic,
101296,16,1,0,U,West North Central,
101297,15,1,0,R,West South Central,
101298,9,1,0,R,East North Central,
101299,16,1,0,U,South Atlantic,
101300,13,1,0,U,West South Central,
101301,1,6,3,U,Pacific,
101302,16,1,0,U,Middle Atlantic,
101303,15,1,0,R,West North Central,
101304,11,4,0,U,East South Central,
101305,16,1,0,U,West South Central,
101306,12,1,0,U,West North Central,
101307,15,1,0,U,East North Central,
101308,9,1,1,U,South Atlantic,
101309,13,1,0,U,East North Central,
101310,16,1,0,R,South Atlantic,
101311,9,1,0,R,East South Central,
101312,13,2,0,U,South Atlantic,
101313,11,1,0,R,West South Central,
101314,14,1,0,R,Mountain,
101315,1,2,0,U,West North Central,
101316,14,1,0,U,Mountain,
101317,14,1,0,R,West North Central,
101318,13,4,0,U,East North Central,
101319,3,2,0,U,Middle Atlantic,
101320,5,1,0,U,East North Central,
101321,15,1,0,R,West North Central,
101322,14,1,0,U,East South Central,
101323,16,1,0,U,New England,
101324,15,1,0,U,East North Central,
101325,11,1,3,R,Mountain,
101326,7,1,0,R,South Atlantic,
101327,15,1,0,R,Pacific,
101328,8,1,0,R,West South Central,
101329,14,1,0,U,Mountain,
101330,16,2,0,U,Pacific,
101331,8,2,0,R,South Atlantic,
101332,7,4,0,U,Pacific,
101333,6,1,0,R,East South Central,
101334,13,1,0,R,West North Central,
101335,14,1,0,U,South Atlantic,
101336,13,1,0,R,New England,
101337,13,1,0,U,Pacific,
101338,13,1,0,C,East North Central,
101339,13,1,0,U,Mountain,
101340,6,1,2,C,West North Central,
101341,16,1,0,U,New England,
101342,16,1,0,U,South Atlantic,
101343,13,1,0,U,Pacific,
101344,2,1,0,R,West North Central,
101345,14,1,0,U,Mountain,
101346,4,1,2,U,Middle Atlantic,
101347,1,2,0,C,West South Central,
101348,14,1,0,U,East North Central,
101349,12,1,0,U,East North Central,
101350,14,1,0,U,Pacific,
101351,16,1,0,U,Pacific,
101352,12,1,3,U,South Atlantic,
101353,14,1,0,C,South Atlantic,
101354,14,1,0,U,East North Central,
101355,15,1,0,U,Mountain,
101356,6,2,0,U,Pacific,
101357,2,1,0,U,Pacific,
101358,11,1,0,U,Mountain,
101359,16,1,0,U,South Atlantic,
101360,15,1,0,U,New England,
101361,1,1,0,U,Mountain,
101362,4,2,2,U,South Atlantic,
101363,6,1,0,U,East North Central,
101364,15,1,0,R,Mountain,
101365,14,1,0,R,South Atlantic,
101366,11,1,3,U,South Atlantic,
101367,12,1,0,U,East South Central,
101368,13,1,0,C,Mountain,
101369,12,1,0,C,Mountain,
101370,4,1,1,R,West North Central,
101371,14,1,0,U,East North Central,
101372,12,2,3,U,West North Central,
101373,15,2,0,U,East North Central,
101374,2,1,0,U,South Atlantic,
101375,11,1,0,C,East North Central,
101376,13,1,3,U,Middle Atlantic,
101377,13,1,0,U,Mountain,
101378,5,4,0,U,New England,
101379,14,1,0,U,Mountain,
101380,7,4,0,U,South Atlantic,
101381,13,1,0,U,Middle Atlantic,
101382,9,1,0,U,Mountain,
101383,14,1,0,R,South Atlantic,
101384,15,1,0,U,Pacific,
101385,8,1,0,U,Mountain,
101386,12,1,0,R,South Atlantic,
101387,16,1,0,U,West North Central,
101388,14,1,0,U,South Atlantic,
101389,10,1,0,U,Mountain,
101390,5,1,0,C,Pacific,
101391,5,1,0,U,Middle Atlantic,
101392,14,4,0,R,West North Central,
101393,10,1,0,U,Pacific,
101394,7,1,0,C,South Atlantic,
101395,16,1,0,U,Mountain,
101396,14,2,1,U,South Atlantic,
101397,8,2,2,U,West South Central,
101398,14,1,0,R,South Atlantic,
101399,13,1,0,R,East South Central,
101400,4,1,0,C,East South Central,
101401,9,1,0,U,South Atlantic,
101402,6,1,0,R,East South Central,
101403,13,1,0,U,New England,
101404,1,1,0,U,New England,
101405,16,1,0,U,West North Central,
101406,13,4,0,U,Pacific,
101407,15,1,0,R,East South Central,
101408,11,1,0,U,Middle Atlantic,
101409,16,1,0,R,East South Central,
101410,15,1,0,U,West North Central,
101411,12,2,0,U,East South Central,
101412,9,6,0,U,South Atlantic,
101413,15,4,0,U,West North Central,
101414,2,1,3,U,New England,
101415,11,1,0,U,Pacific,
101416,7,1,0,C,Mountain,
101417,8,1,0,U,West South Central,
101418,15,1,0,C,West South Central,
101419,13,1,0,R,East South Central,
101420,15,1,0,C,West North Central,
101421,11,1,2,C,New England,
101422,16,1,0,U,West South Central,
101423,16,1,0,U,Middle Atlantic,
101424,15,1,0,U,South Atlantic,
101425,12,1,0,C,East South Central,
101426,13,1,0,U,East North Central,
101427,13,1,0,U,South Atlantic,
101428,15,1,0,U,East North Central,
101429,1,2,0,R,South Atlantic,
101430,14,1,2,U,West North Central,
101431,8,1,0,U,Pacific,
101432,15,2,0,U,South Atlantic,
101433,1,4,0,U,Pacific,
101434,16,1,0,U,West South Central,
