DOEID,MONEYPY,HOUSEHOLDER_RACE,SCALEE,UATYP10,DIVISION,
108429,13,1,0,R,West North Central,
108430,12,1,0,U,Middle Atlantic,
108431,10,1,0,U,Middle Atlantic,
108432,13,5,0,U,Pacific,
108433,1,1,0,R,New England,
108434,1,1,0,C,Mountain,
108435,15,1,0,U,East South Central,
108436,16,1,0,U,West North Central,
108437,7,6,0,U,Pacific,
108438,15,3,0,U,South Atlantic,
108439,14,1,0,U,Middle Atlantic,
108440,15,1,0,R,West South Central,
108441,14,1,0,R,New England,
108442,12,2,0,U,New England,
108443,11,1,0,U,East North Central,
108444,15,1,0,U,Pacific,
108445,11,1,3,R,New England,
108446,14,1,0,U,Mountain,
108447,3,1,0,R,New England,
108448,7,1,0,U,Pacific,
108449,6,2,0,U,East North Central,
108450,15,1,0,R,West South Central,
108451,11,1,0,U,East North Central,
108452,16,1,0,U,Pacific,
108453,12,1,0,U,East North Central,
108454,15,1,0,C,Pacific,
108455,3,1,3,U,West North Central,
108456,15,1,0,U,South Atlantic,
108457,7,1,0,C,West South Central,
108458,16,1,0,R,South Atlantic,
108459,12,1,0,U,Pacific,
108460,15,1,0,U,Pacific,
108461,15,1,0,R,New England,
108462,15,1,0,C,East South Central,
108463,11,1,0,R,South Atlantic,
108464,1,1,0,R,East South Central,
108465,15,1,0,R,East North Central,
108466,14,1,0,U,South Atlantic,
108467,15,1,0,C,East South Central,
108468,5,1,0,U,Mountain,
108469,14,1,0,R,South Atlantic,
108470,14,1,0,R,New England,
108471,12,1,3,U,West North Central,
108472,13,5,0,U,Pacific,
108473,15,1,0,U,Pacific,
108474,4,1,0,R,South Atlantic,
108475,16,5,0,R,Pacific,
108476,13,1,0,U,New England,
108477,10,2,3,U,West South Central,
108478,1,1,3,C,Mountain,
108479,11,1,0,U,Middle Atlantic,
108480,11,1,0,C,East South Central,
108481,15,1,0,R,West North Central,
108482,15,2,0,U,West South Central,
108483,8,3,2,U,West South Central,
108484,10,6,0,U,Pacific,
108485,13,1,0,R,East North Central,
108486,15,1,0,U,West North Central,
108487,14,1,0,U,East South Central,
108488,15,1,0,U,New England,
108489,16,1,0,U,New England,
108490,15,1,0,U,New England,
108491,9,1,0,R,Mountain,
108492,14,1,0,U,West South Central,
108493,15,1,0,U,Mountain,
108494,8,4,0,U,Pacific,
108495,15,1,0,U,West North Central,
108496,16,1,0,U,New England,
108497,16,4,0,U,Pacific,
108498,12,1,0,U,West South Central,
108499,16,1,0,U,Middle Atlantic,
108500,13,1,0,U,Mountain,
108501,12,1,0,R,East North Central,
108502,16,1,0,U,Pacific,
108503,6,1,0,R,West North Central,
108504,13,1,0,R,West South Central,
108505,16,1,0,R,Mountain,
108506,11,1,0,R,Middle Atlantic,
108507,9,1,0,R,South Atlantic,
108508,13,1,0,C,Mountain,
108509,8,1,0,R,Middle Atlantic,
108510,12,1,0,U,Middle Atlantic,
108511,13,4,0,U,Pacific,
108512,13,1,0,R,West North Central,
108513,11,2,0,U,New England,
108514,13,1,0,C,East South Central,
108515,9,1,0,U,Middle Atlantic,
108516,15,1,0,U,New England,
108517,11,1,0,U,Pacific,
108518,6,1,0,R,South Atlantic,
108519,14,2,0,U,West North Central,
108520,8,4,0,C,Pacific,
108521,16,1,0,U,South Atlantic,
108522,8,1,0,U,West South Central,
108523,16,1,0,R,West North Central,
108524,8,1,0,U,Pacific,
108525,13,1,0,U,South Atlantic,
108526,8,1,0,U,New England,
108527,15,1,0,C,Mountain,
108528,16,1,0,R,West North Central,
108529,8,1,0,R,Mountain,
108530,9,1,0,C,New England,
108531,9,1,0,U,Mountain,
108532,11,2,0,U,West North Central,
108533,13,1,0,R,West North Central,
108534,8,1,0,C,South Atlantic,
108535,16,1,0,U,New England,
108536,16,1,0,U,East North Central,
108537,12,1,0,U,Mountain,
108538,7,6,2,C,West South Central,
108539,5,1,0,U,East North Central,
108540,14,1,0,R,Pacific,
108541,3,2,0,U,South Atlantic,
108542,15,1,0,R,West North Central,
108543,13,2,3,U,Middle Atlantic,
108544,15,1,0,R,East South Central,
108545,12,1,0,U,Middle Atlantic,
108546,15,1,0,U,New England,
108547,9,1,0,U,East South Central,
108548,9,1,0,R,West North Central,
108549,13,1,0,C,West North Central,
108550,12,1,0,U,East North Central,
108551,4,1,3,U,South Atlantic,
108552,14,1,0,U,Pacific,
108553,15,1,0,R,South Atlantic,
108554,12,1,0,U,Mountain,
108555,16,1,0,U,West South Central,
108556,15,1,0,U,East South Central,
108557,7,1,0,U,Mountain,
108558,14,1,0,U,West North Central,
108559,7,1,0,U,East North Central,
108560,15,1,0,R,East North Central,
108561,10,1,0,C,West North Central,
108562,7,1,0,U,Pacific,
108563,16,1,0,C,Pacific,
108564,14,1,0,U,East North Central,
108565,15,4,0,U,Pacific,
108566,13,1,0,U,South Atlantic,
108567,16,1,0,R,Mountain,
108568,5,1,0,U,New England,
108569,14,1,0,U,East North Central,
108570,16,1,0,U,New England,
108571,14,1,0,R,Middle Atlantic,
108572,11,2,2,U,Mountain,
108573,13,1,0,U,Pacific,
108574,16,1,0,U,East North Central,
108575,6,1,0,U,West North Central,
108576,14,1,0,U,West North Central,
108577,11,2,0,U,South Atlantic,
108578,9,1,0,R,East North Central,
108579,5,1,0,U,Pacific,
108580,6,1,0,R,South Atlantic,
108581,6,1,0,R,Middle Atlantic,
108582,15,1,0,U,West South Central,
108583,15,1,3,U,South Atlantic,
108584,13,1,0,C,West North Central,
108585,6,1,0,R,East North Central,
108586,11,1,0,R,East North Central,
108587,16,1,0,U,Middle Atlantic,
108588,16,1,0,U,East North Central,
108589,14,1,0,R,South Atlantic,
108590,11,1,0,U,Middle Atlantic,
108591,15,1,0,C,East North Central,
108592,16,1,0,U,Middle Atlantic,
108593,4,1,0,U,Mountain,
108594,11,1,0,U,West North Central,
108595,9,1,2,C,New England,
108596,16,1,0,U,New England,
108597,16,1,0,R,East South Central,
108598,16,1,0,R,West North Central,
108599,16,1,0,R,West South Central,
108600,16,1,0,U,South Atlantic,
108601,11,1,0,R,West South Central,
108602,11,1,0,U,East North Central,
108603,7,1,0,R,West North Central,
108604,16,1,0,U,Middle Atlantic,
108605,13,1,0,R,East North Central,
108606,16,1,0,C,West North Central,
108607,13,1,0,U,South Atlantic,
108608,5,1,0,R,Pacific,
108609,2,1,0,R,South Atlantic,
108610,11,1,0,U,East North Central,
108611,11,2,0,U,East South Central,
108612,14,1,0,U,South Atlantic,
108613,11,1,0,U,West North Central,
108614,15,1,0,U,New England,
108615,16,1,0,U,South Atlantic,
108616,6,1,0,C,Pacific,
108617,10,2,0,U,South Atlantic,
108618,8,1,0,R,West South Central,
108619,7,1,0,U,Middle Atlantic,
108620,12,4,0,R,Pacific,
108621,14,1,0,R,Pacific,
108622,12,1,0,U,West North Central,
108623,3,6,0,U,New England,
108624,13,1,0,U,Pacific,
108625,16,1,0,R,West North Central,
108626,13,1,0,R,West South Central,
108627,16,1,0,U,West South Central,
108628,15,1,0,U,Pacific,
108629,15,1,0,R,South Atlantic,
108630,9,1,0,U,West South Central,
108631,14,1,0,U,Mountain,
108632,13,1,0,C,East North Central,
108633,12,2,0,U,Mountain,
108634,8,1,0,R,Pacific,
108635,14,1,0,U,Middle Atlantic,
108636,15,1,3,U,South Atlantic,
108637,1,1,1,U,Middle Atlantic,
108638,11,1,3,U,West South Central,
108639,5,1,0,R,Middle Atlantic,
108640,11,6,0,R,Pacific,
108641,4,2,0,U,West South Central,
108642,12,1,0,U,West North Central,
108643,16,1,0,U,South Atlantic,
108644,16,1,0,U,South Atlantic,
108645,16,4,0,U,Pacific,
108646,16,4,0,U,Pacific,
108647,16,1,0,U,Middle Atlantic,
108648,16,1,0,U,East North Central,
108649,15,1,0,U,New England,
108650,12,1,0,U,Mountain,
108651,16,1,0,U,West North Central,
108652,6,1,0,C,South Atlantic,
108653,16,1,0,U,Middle Atlantic,
108654,13,1,0,U,South Atlantic,
108655,9,4,0,U,South Atlantic,
108656,16,1,0,U,Middle Atlantic,
108657,12,1,2,U,West South Central,
108658,10,1,0,U,Mountain,
108659,15,1,0,U,Pacific,
108660,3,1,2,U,West North Central,
108661,16,1,0,R,West North Central,
108662,1,1,0,U,Pacific,
108663,10,1,0,U,Mountain,
108664,11,1,0,R,Pacific,
108665,12,1,0,U,East North Central,
108666,13,1,0,U,West South Central,
108667,15,1,0,R,Mountain,
108668,8,1,0,U,Middle Atlantic,
108669,16,1,0,R,West North Central,
108670,12,1,0,U,West North Central,
108671,7,1,0,U,West North Central,
108672,7,1,0,U,West South Central,
108673,6,1,0,U,South Atlantic,
108674,9,1,0,R,East South Central,
108675,16,1,0,U,Pacific,
108676,13,1,0,U,East South Central,
108677,13,1,0,R,New England,
108678,15,1,0,U,South Atlantic,
108679,13,2,0,U,New England,
108680,1,4,0,U,South Atlantic,
108681,10,1,0,U,Mountain,
108682,16,1,0,U,West North Central,
108683,12,1,0,U,New England,
108684,16,1,0,R,West North Central,
108685,5,1,0,U,New England,
108686,16,1,0,U,West North Central,
108687,16,1,0,C,Mountain,
108688,12,1,0,C,West South Central,
108689,3,1,0,U,South Atlantic,
108690,16,1,0,C,West North Central,
108691,15,1,0,U,Mountain,
108692,4,1,0,R,East South Central,
108693,12,1,0,U,West South Central,
108694,5,1,2,U,East North Central,
108695,7,1,0,R,Middle Atlantic,
108696,11,1,0,R,Pacific,
108697,9,1,0,R,East North Central,
108698,5,1,0,C,New England,
108699,11,1,3,U,West North Central,
108700,16,1,0,U,West South Central,
108701,9,2,0,U,West South Central,
108702,13,1,0,U,Mountain,
108703,14,1,0,U,Pacific,
108704,2,4,0,U,Pacific,
108705,7,1,0,R,Middle Atlantic,
108706,11,1,0,U,West North Central,
108707,14,2,0,U,West North Central,
108708,5,4,0,U,Pacific,
108709,10,1,0,U,South Atlantic,
108710,16,1,0,C,Mountain,
108711,9,1,0,U,East North Central,
108712,14,1,0,U,Mountain,
108713,11,1,0,C,South Atlantic,
108714,11,1,0,U,South Atlantic,
108715,10,1,0,U,East North Central,
108716,16,1,0,U,Pacific,
108717,14,1,0,U,Pacific,
108718,7,1,0,R,East South Central,
108719,14,1,0,U,New England,
108720,15,1,0,U,Pacific,
108721,6,1,0,C,Middle Atlantic,
108722,14,1,0,R,East South Central,
108723,15,2,3,U,South Atlantic,
108724,12,1,0,U,Middle Atlantic,
108725,9,1,0,C,East South Central,
108726,13,1,0,R,South Atlantic,
108727,11,1,0,R,Middle Atlantic,
108728,13,2,0,U,South Atlantic,
108729,10,2,0,U,West South Central,
108730,15,1,0,R,East South Central,
108731,16,1,0,U,South Atlantic,
108732,10,1,0,U,Mountain,
108733,16,1,0,R,New England,
108734,9,1,0,U,South Atlantic,
108735,13,1,0,U,West South Central,
108736,9,1,0,R,East South Central,
108737,11,1,0,R,South Atlantic,
108738,13,1,0,C,Middle Atlantic,
108739,16,1,0,U,South Atlantic,
108740,10,1,0,U,South Atlantic,
108741,15,1,0,R,South Atlantic,
108742,10,1,0,R,West South Central,
108743,5,1,0,C,Pacific,
108744,16,1,0,U,West North Central,
108745,10,1,0,U,East North Central,
108746,8,1,0,C,South Atlantic,
108747,3,1,0,U,New England,
108748,14,6,0,U,Pacific,
108749,16,1,0,U,Pacific,
108750,12,1,0,U,Pacific,
108751,13,1,0,C,New England,
108752,13,1,0,U,East North Central,
108753,13,1,0,U,New England,
108754,16,1,0,U,South Atlantic,
108755,7,2,0,U,South Atlantic,
108756,16,1,0,R,South Atlantic,
108757,13,1,0,U,Mountain,
108758,8,1,0,R,West North Central,
108759,16,1,0,U,East North Central,
108760,16,1,0,U,West North Central,
108761,9,1,3,C,East South Central,
108762,5,1,0,U,West North Central,
108763,6,1,0,C,East South Central,
108764,12,1,0,R,Pacific,
108765,16,1,0,U,Pacific,
108766,1,1,2,C,East South Central,
108767,15,1,0,U,Mountain,
108768,14,1,0,U,West North Central,
108769,9,1,0,U,West North Central,
108770,9,1,3,U,Pacific,
108771,12,1,0,U,Middle Atlantic,
108772,3,2,3,U,South Atlantic,
108773,11,1,0,R,South Atlantic,
108774,11,1,0,R,East South Central,
108775,10,1,0,C,Mountain,
108776,11,2,2,U,South Atlantic,
108777,14,1,0,U,West South Central,
108778,5,1,0,U,West South Central,
108779,10,1,0,C,South Atlantic,
108780,13,4,0,U,Pacific,
108781,10,1,0,C,Middle Atlantic,
108782,12,1,0,U,East North Central,
108783,3,6,0,U,West South Central,
108784,14,1,3,U,East North Central,
108785,12,1,0,U,East North Central,
108786,13,1,0,U,West North Central,
108787,11,1,0,C,Mountain,
108788,15,1,0,U,South Atlantic,
108789,14,1,0,R,New England,
108790,13,1,0,R,East North Central,
108791,11,1,0,U,East North Central,
108792,2,1,0,C,East South Central,
108793,6,2,0,U,West South Central,
108794,16,1,0,U,New England,
108795,12,1,0,U,Mountain,
108796,14,1,0,R,South Atlantic,
108797,7,2,0,U,South Atlantic,
108798,16,1,0,U,Mountain,
108799,8,2,0,U,East North Central,
108800,13,1,0,C,South Atlantic,
108801,15,1,2,U,Middle Atlantic,
108802,10,1,0,C,Middle Atlantic,
108803,12,1,0,R,South Atlantic,
108804,16,1,0,R,East North Central,
108805,14,1,0,R,East North Central,
108806,12,1,3,U,East South Central,
108807,15,1,0,U,Mountain,
108808,10,1,1,U,East South Central,
108809,8,1,0,U,East South Central,
108810,13,4,0,U,Pacific,
108811,8,4,0,C,Pacific,
108812,16,1,0,C,New England,
108813,12,6,0,U,West South Central,
108814,11,3,0,U,Pacific,
108815,16,1,0,U,East North Central,
108816,13,1,0,C,West North Central,
108817,15,1,2,C,East North Central,
108818,14,1,0,U,Pacific,
108819,1,1,1,U,West South Central,
108820,16,1,0,U,Pacific,
108821,12,2,0,U,West South Central,
108822,15,1,0,R,New England,
108823,16,1,0,U,Pacific,
108824,10,1,0,C,West South Central,
108825,16,1,0,U,Pacific,
108826,15,1,0,U,Middle Atlantic,
108827,7,1,0,U,Mountain,
108828,9,1,0,R,Mountain,
108829,15,4,0,U,South Atlantic,
108830,12,1,0,U,East South Central,
108831,6,2,0,U,West South Central,
108832,13,1,0,U,Pacific,
108833,16,2,0,U,South Atlantic,
108834,11,1,0,C,West North Central,
108835,16,1,0,U,New England,
108836,2,1,0,R,West South Central,
108837,12,2,3,U,South Atlantic,
108838,1,4,0,U,Mountain,
108839,13,1,0,U,East North Central,
108840,15,1,0,R,Pacific,
108841,5,1,3,R,West North Central,
108842,11,1,0,U,East North Central,
108843,7,2,0,U,West South Central,
108844,5,1,3,U,West South Central,
108845,16,1,0,U,Pacific,
108846,8,1,0,U,South Atlantic,
108847,16,1,0,U,Pacific,
108848,15,6,0,C,Pacific,
108849,12,2,0,R,South Atlantic,
108850,15,1,0,U,South Atlantic,
108851,12,1,0,U,Pacific,
108852,13,1,0,U,South Atlantic,
108853,11,1,0,U,West South Central,
108854,15,1,0,U,South Atlantic,
108855,16,4,3,U,New England,
108856,16,1,0,R,New England,
108857,14,2,0,U,Mountain,
108858,1,3,0,U,Mountain,
108859,4,2,3,U,West South Central,
108860,14,1,0,U,East North Central,
108861,13,1,0,U,New England,
108862,6,1,0,U,West South Central,
108863,8,1,0,U,Pacific,
108864,11,2,0,U,South Atlantic,
108865,14,1,0,U,South Atlantic,
108866,16,1,0,U,Pacific,
108867,11,1,3,U,Pacific,
108868,7,1,0,R,New England,
108869,16,1,0,U,Middle Atlantic,
108870,14,1,0,R,New England,
108871,14,2,0,U,Mountain,
108872,3,3,0,U,West North Central,
108873,15,2,0,U,South Atlantic,
108874,16,1,0,U,Middle Atlantic,
108875,15,1,0,U,South Atlantic,
108876,10,1,0,U,East North Central,
108877,13,1,0,U,New England,
108878,16,1,0,R,New England,
108879,13,1,0,R,Pacific,
108880,14,1,0,C,West North Central,
108881,13,1,0,U,Mountain,
108882,15,5,0,U,Mountain,
108883,10,6,0,U,Middle Atlantic,
108884,15,1,3,U,Mountain,
108885,13,1,0,R,West North Central,
108886,11,1,0,U,Middle Atlantic,
108887,9,1,0,U,Mountain,
108888,12,1,0,U,East South Central,
108889,8,1,0,U,New England,
108890,15,1,0,U,West North Central,
108891,14,1,0,R,New England,
108892,14,1,0,R,Mountain,
108893,15,1,0,U,Mountain,
108894,15,1,0,U,Mountain,
108895,15,1,0,R,South Atlantic,
108896,14,1,0,R,New England,
108897,15,1,0,U,New England,
108898,12,1,0,R,South Atlantic,
108899,16,1,0,U,Middle Atlantic,
108900,4,4,0,U,Pacific,
108901,1,2,0,R,East South Central,
108902,16,1,0,U,South Atlantic,
108903,15,1,0,C,Middle Atlantic,
108904,12,1,0,C,Pacific,
108905,10,1,2,U,Mountain,
108906,8,1,0,C,East South Central,
108907,9,1,0,U,West North Central,
108908,11,1,0,U,Pacific,
108909,12,6,0,U,East South Central,
108910,4,1,0,R,South Atlantic,
108911,10,1,0,R,East South Central,
108912,16,4,0,U,Pacific,
108913,13,1,0,R,South Atlantic,
108914,14,1,0,U,New England,
108915,2,1,0,U,South Atlantic,
108916,7,1,0,R,South Atlantic,
108917,11,2,1,U,West North Central,
108918,15,1,0,R,New England,
108919,13,1,0,U,West North Central,
108920,16,1,0,U,East North Central,
108921,12,1,0,R,Middle Atlantic,
108922,13,1,0,C,South Atlantic,
108923,12,1,0,U,West South Central,
108924,12,1,0,U,South Atlantic,
108925,3,1,0,R,East South Central,
108926,1,1,0,U,Middle Atlantic,
108927,14,1,0,R,East South Central,
108928,15,1,0,U,Mountain,
108929,15,1,0,U,West North Central,
108930,8,1,0,U,West South Central,
108931,2,3,3,C,West North Central,
108932,13,2,0,U,East South Central,
108933,16,1,0,R,New England,
108934,12,1,0,U,Mountain,
108935,6,1,0,R,Middle Atlantic,
108936,10,1,0,U,South Atlantic,
108937,11,2,0,U,South Atlantic,
108938,1,6,0,U,Middle Atlantic,
108939,11,1,0,U,South Atlantic,
108940,5,1,1,U,East North Central,
108941,12,1,3,U,South Atlantic,
108942,1,1,3,R,New England,
108943,11,1,0,R,East South Central,
108944,14,1,0,U,Middle Atlantic,
108945,8,1,0,U,East South Central,
108946,13,1,0,C,Mountain,
108947,11,1,0,C,Mountain,
108948,12,2,3,U,South Atlantic,
108949,12,1,0,U,Pacific,
108950,1,1,0,R,New England,
108951,14,1,0,U,New England,
108952,16,1,0,R,West North Central,
108953,16,1,0,U,South Atlantic,
108954,12,1,0,U,East North Central,
108955,11,2,0,U,New England,
108956,12,1,0,U,Pacific,
108957,11,1,0,R,West North Central,
108958,15,1,0,U,East North Central,
108959,4,1,2,R,East South Central,
108960,10,1,0,U,South Atlantic,
108961,11,4,0,U,Mountain,
108962,14,1,0,U,West North Central,
108963,8,1,0,C,East North Central,
108964,16,1,0,R,New England,
108965,15,1,0,R,South Atlantic,
108966,9,1,0,R,Pacific,
108967,15,6,0,U,Mountain,
108968,1,1,0,C,New England,
108969,6,1,0,U,New England,
108970,9,1,0,U,Middle Atlantic,
108971,11,1,0,U,East South Central,
108972,15,1,0,U,Middle Atlantic,
108973,9,4,0,U,East North Central,
108974,14,4,0,C,Mountain,
108975,15,1,0,U,Mountain,
108976,14,1,0,R,East South Central,
108977,6,1,0,U,New England,
108978,12,1,0,R,New England,
108979,1,1,0,C,West North Central,
108980,15,1,0,U,New England,
108981,13,1,0,R,East North Central,
108982,14,1,0,U,South Atlantic,
108983,14,1,0,U,Pacific,
108984,14,1,0,U,Middle Atlantic,
108985,13,4,0,U,East North Central,
108986,10,1,0,R,South Atlantic,
108987,5,1,0,U,Pacific,
108988,16,1,0,U,Pacific,
108989,15,1,0,U,Pacific,
108990,6,1,3,R,New England,
108991,16,1,0,U,West South Central,
108992,16,4,0,U,South Atlantic,
108993,7,2,0,U,West South Central,
108994,14,1,0,U,Middle Atlantic,
108995,11,1,3,C,West North Central,
108996,2,2,2,U,East North Central,
108997,6,1,3,U,South Atlantic,
108998,16,1,0,R,East North Central,
108999,13,6,0,R,Mountain,
109000,16,1,0,U,Middle Atlantic,
109001,13,1,0,R,Mountain,
109002,13,1,0,R,South Atlantic,
109003,16,1,0,R,East South Central,
109004,4,1,0,U,South Atlantic,
109005,16,1,0,R,South Atlantic,
109006,13,1,0,U,Pacific,
109007,14,2,0,U,West South Central,
109008,16,1,0,U,Middle Atlantic,
109009,15,1,0,R,South Atlantic,
109010,15,1,0,U,Pacific,
109011,11,1,0,U,Pacific,
109012,5,1,2,U,Pacific,
109013,13,1,0,U,East South Central,
109014,16,1,0,U,South Atlantic,
109015,10,6,0,U,East North Central,
109016,12,1,0,C,South Atlantic,
109017,11,1,0,U,East North Central,
109018,5,1,0,C,West South Central,
109019,16,1,0,U,South Atlantic,
109020,12,6,0,U,West South Central,
109021,13,1,0,U,Middle Atlantic,
109022,16,1,0,R,Mountain,
109023,16,1,0,U,Pacific,
109024,5,1,0,U,Mountain,
109025,10,2,0,U,East North Central,
109026,11,4,0,R,Pacific,
109027,15,1,0,C,South Atlantic,
109028,15,6,0,U,New England,
109029,12,1,0,U,South Atlantic,
109030,15,4,0,U,East North Central,
109031,3,6,0,U,Pacific,
109032,7,1,0,R,New England,
109033,11,1,0,U,South Atlantic,
109034,3,1,0,U,South Atlantic,
109035,15,1,0,U,South Atlantic,
109036,14,1,0,U,Mountain,
109037,6,2,0,U,West South Central,
109038,3,1,0,U,Middle Atlantic,
109039,15,1,0,U,Middle Atlantic,
109040,14,1,0,U,Pacific,
109041,16,2,0,U,South Atlantic,
109042,10,1,0,U,East North Central,
109043,14,1,0,C,South Atlantic,
109044,15,4,0,U,Pacific,
109045,10,1,0,U,East North Central,
109046,9,1,0,U,Mountain,
109047,12,1,0,R,Mountain,
109048,16,1,0,U,South Atlantic,
109049,11,1,0,R,South Atlantic,
109050,13,1,0,R,New England,
109051,10,1,0,R,New England,
109052,9,1,0,U,South Atlantic,
109053,7,1,0,U,South Atlantic,
109054,7,2,2,U,Middle Atlantic,
109055,15,1,0,U,Middle Atlantic,
109056,6,2,0,U,Middle Atlantic,
109057,5,1,0,R,Pacific,
109058,3,1,0,U,New England,
109059,12,2,2,U,West South Central,
109060,3,2,0,R,East South Central,
109061,13,1,0,U,East South Central,
109062,12,2,0,U,East South Central,
109063,16,1,0,R,Pacific,
109064,13,1,0,U,South Atlantic,
109065,15,1,0,R,East South Central,
109066,16,1,0,U,East South Central,
109067,9,1,0,R,East South Central,
109068,4,1,0,U,South Atlantic,
109069,14,1,0,R,West North Central,
109070,11,1,0,R,Pacific,
109071,11,1,0,R,South Atlantic,
109072,15,1,0,U,New England,
109073,13,1,0,U,West North Central,
109074,14,1,0,R,South Atlantic,
109075,9,6,0,U,East North Central,
109076,15,1,0,R,Pacific,
109077,12,1,0,R,South Atlantic,
109078,13,1,0,U,Middle Atlantic,
109079,12,1,0,U,Middle Atlantic,
109080,8,1,0,U,Pacific,
109081,11,1,0,R,South Atlantic,
109082,12,1,0,C,Mountain,
109083,13,2,3,U,West South Central,
109084,1,1,0,U,Mountain,
109085,12,1,0,R,East South Central,
109086,16,1,0,U,Middle Atlantic,
109087,16,1,0,U,Middle Atlantic,
109088,10,1,0,U,East North Central,
109089,13,1,0,R,Middle Atlantic,
109090,14,1,0,R,South Atlantic,
109091,11,1,0,R,West South Central,
109092,15,2,0,U,East South Central,
109093,15,1,0,U,South Atlantic,
109094,14,1,0,U,Pacific,
109095,12,1,0,U,West North Central,
109096,11,2,2,U,South Atlantic,
109097,4,4,0,U,Pacific,
109098,13,1,0,R,East North Central,
109099,16,1,0,U,South Atlantic,
109100,10,1,0,R,East North Central,
109101,12,1,0,U,East South Central,
109102,7,1,0,U,West North Central,
109103,16,1,0,U,East South Central,
109104,13,1,0,U,New England,
109105,2,1,0,R,West South Central,
109106,14,4,0,U,Middle Atlantic,
109107,13,1,0,U,Middle Atlantic,
109108,9,1,0,U,Middle Atlantic,
109109,6,2,0,U,South Atlantic,
109110,8,1,0,R,West North Central,
109111,15,1,3,R,South Atlantic,
109112,8,1,0,U,Middle Atlantic,
109113,16,1,0,R,Middle Atlantic,
109114,13,1,0,R,New England,
109115,4,1,0,C,East South Central,
109116,12,1,0,U,Pacific,
109117,8,1,0,U,Pacific,
109118,16,1,0,U,South Atlantic,
109119,12,1,0,U,East North Central,
109120,16,1,0,R,West North Central,
109121,15,1,0,U,Middle Atlantic,
109122,13,1,0,U,East North Central,
109123,11,1,0,R,Mountain,
109124,10,1,0,U,West North Central,
109125,14,1,0,R,New England,
109126,14,2,0,U,South Atlantic,
109127,16,3,0,U,Pacific,
109128,3,2,0,U,South Atlantic,
109129,4,1,0,U,Mountain,
109130,16,1,0,U,Pacific,
109131,15,1,0,U,West North Central,
109132,9,1,0,U,South Atlantic,
109133,13,1,0,U,Pacific,
109134,14,1,0,R,East South Central,
109135,4,1,3,R,South Atlantic,
109136,16,1,0,U,West South Central,
109137,16,1,0,R,West North Central,
109138,14,1,0,U,Middle Atlantic,
109139,8,1,0,R,South Atlantic,
109140,16,1,0,U,Pacific,
109141,12,1,0,C,West North Central,
109142,13,1,0,U,Mountain,
109143,14,1,0,C,Mountain,
109144,12,1,0,R,Pacific,
109145,15,1,0,U,Pacific,
109146,14,1,0,U,Mountain,
109147,12,1,0,C,Pacific,
109148,15,1,0,C,East North Central,
109149,14,2,0,U,South Atlantic,
109150,1,1,0,U,South Atlantic,
109151,4,1,0,C,East South Central,
109152,8,1,0,U,East North Central,
109153,12,1,0,C,New England,
109154,14,1,0,C,Mountain,
109155,15,1,0,U,East South Central,
109156,16,2,0,U,Middle Atlantic,
109157,15,1,0,U,West North Central,
109158,7,2,0,U,West South Central,
109159,1,1,0,U,West South Central,
109160,14,1,0,U,Middle Atlantic,
109161,2,4,0,U,South Atlantic,
109162,11,1,0,U,Middle Atlantic,
109163,1,1,0,U,Mountain,
109164,1,1,0,U,East North Central,
109165,11,1,0,U,Pacific,
109166,9,4,0,U,Middle Atlantic,
109167,5,1,0,U,East North Central,
109168,12,1,0,C,East North Central,
109169,11,2,1,U,West North Central,
109170,6,1,0,U,Pacific,
109171,16,1,0,C,Pacific,
109172,12,1,0,U,Middle Atlantic,
109173,15,1,0,U,South Atlantic,
109174,12,1,0,U,Pacific,
109175,6,1,2,U,New England,
109176,12,1,0,C,West South Central,
109177,1,2,0,U,East North Central,
109178,4,1,0,U,Mountain,
109179,13,1,0,U,Pacific,
109180,14,1,0,U,Mountain,
109181,15,1,0,U,East North Central,
109182,16,1,0,U,South Atlantic,
109183,16,1,0,U,South Atlantic,
109184,16,1,0,R,West North Central,
109185,15,2,0,U,South Atlantic,
109186,14,1,0,U,East North Central,
109187,16,1,0,C,Pacific,
109188,7,1,0,U,East North Central,
109189,1,2,0,U,South Atlantic,
109190,4,1,0,U,Mountain,
109191,10,2,3,R,East South Central,
109192,14,1,0,U,South Atlantic,
109193,15,1,0,C,South Atlantic,
109194,12,4,0,U,West South Central,
109195,1,4,0,U,East South Central,
109196,13,1,0,U,East North Central,
109197,13,1,0,U,Mountain,
109198,16,1,0,U,East North Central,
109199,15,2,3,U,East North Central,
109200,12,2,0,U,West South Central,
109201,14,1,0,U,Middle Atlantic,
109202,8,1,0,R,New England,
109203,6,1,0,U,Middle Atlantic,
109204,8,1,0,R,New England,
109205,12,1,0,C,East North Central,
109206,15,1,0,U,Middle Atlantic,
109207,13,6,0,C,Pacific,
109208,16,6,0,U,Pacific,
109209,15,1,0,U,Mountain,
109210,14,1,0,U,West South Central,
109211,16,4,0,R,West North Central,
109212,12,1,0,U,Mountain,
109213,7,4,0,U,Pacific,
109214,6,1,2,U,East North Central,
109215,15,1,0,U,Middle Atlantic,
109216,15,1,0,U,East North Central,
109217,2,1,0,R,Pacific,
109218,11,6,0,U,Mountain,
109219,10,1,0,U,New England,
109220,16,1,0,R,West South Central,
109221,15,1,0,U,Mountain,
109222,16,1,0,U,Middle Atlantic,
